ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1411	"ENSMUSG00000020516.15"	"Rps6kb1"	chr11	-	86516743	86516987	86517349	86517392	86516090	86516191	86517582	86517640
1412	"ENSMUSG00000059439.15"	"Bcas3"	chr11	+	85371056	85371163	85395338	85395420	85365551	85365627	85415651	85415724
1413	"ENSMUSG00000059439.15"	"Bcas3"	chr11	+	85395338	85395420	85415651	85415724	85371056	85371163	85451660	85451768
1414	"ENSMUSG00000059439.15"	"Bcas3"	chr11	+	85495827	85495961	85509427	85509692	85482642	85482736	85531792	85531943
1415	"ENSMUSG00000059439.15"	"Bcas3"	chr11	+	85509427	85509692	85531792	85531943	85495827	85495961	85554189	85554314
1416	"ENSMUSG00000059439.15"	"Bcas3"	chr11	+	85531792	85531943	85554189	85554314	85509427	85509692	85557322	85557488
1417	"ENSMUSG00000059439.15"	"Bcas3"	chr11	+	85554189	85554314	85557322	85557488	85531792	85531943	85559070	85559171
1418	"ENSMUSG00000059439.15"	"Bcas3"	chr11	+	85801784	85801952	85813999	85814065	85583896	85583994	85825201	85826058
1419	"ENSMUSG00000021234.9"	"Fam161b"	chr12	-	84348276	84348376	84348605	84348770	84345316	84346935	84353799	84353927
1420	"ENSMUSG00000034940.15"	"Synrg"	chr11	+	84008617	84009550	84019590	84019953	84002172	84002235	84023260	84023424
1421	"ENSMUSG00000031791.8"	"Tmem38a"	chr8	+	72579562	72579719	72581184	72581272	72572072	72572227	72584699	72584817
1422	"ENSMUSG00000031791.8"	"Tmem38a"	chr8	+	72579562	72579719	72584699	72584817	72572072	72572227	72585861	72587282
1423	"ENSMUSG00000031791.8"	"Tmem38a"	chr8	+	72579959	72580144	72581184	72581272	72579562	72579719	72584699	72584817
1424	"ENSMUSG00000031791.8"	"Tmem38a"	chr8	+	72579959	72580144	72584699	72584817	72579562	72579719	72585861	72587282
1425	"ENSMUSG00000015083.11"	"C8g"	chr2	-	25499397	25499505	25499588	25499659	25499013	25499115	25499838	25499975
1426	"ENSMUSG00000098950.7"	"Gm28036"	chr2	-	156079338	156079464	156098229	156098372	156079062	156079242	156103348	156103429
1427	"ENSMUSG00000098950.7"	"Gm28036"	chr2	-	156096417	156098372	156103348	156103397	156079338	156079464	156111785	156111901
1428	"ENSMUSG00000098950.7"	"Gm28036"	chr2	-	156098184	156098372	156103348	156103429	156079338	156079464	156111785	156111926
1429	"ENSMUSG00000098950.7"	"Gm28036"	chr2	-	156098229	156098372	156103348	156103429	156079423	156079464	156111785	156111931
1430	"ENSMUSG00000057181.15"	"5730455P16Rik"	chr11	-	80364835	80364939	80368061	80368198	80360491	80364018	80368527	80368592
1431	"ENSMUSG00000020707.6"	"Rnf135"	chr11	+	80189223	80189367	80193885	80194048	80183850	80184255	80196872	80196947
1432	"ENSMUSG00000017548.15"	"Suz12"	chr11	+	80010557	80010643	80013363	80013595	80007512	80007562	80015142	80015236
1433	"ENSMUSG00000048249.14"	"Crebrf"	chr17	+	26739542	26739668	26742041	26743131	26736788	26736983	26757804	26757999
1434	"ENSMUSG00000048249.14"	"Crebrf"	chr17	+	26762237	26762311	26763325	26763448	26759759	26759949	26771291	26776635
1435	"ENSMUSG00000017376.15"	"Nlk"	chr11	-	78583322	78583424	78586868	78587078	78574840	78574927	78589304	78589390
1436	"ENSMUSG00000041958.10"	"Pigs"	chr11	+	78333666	78333758	78335426	78335634	78332949	78333039	78336687	78336830
1437	"ENSMUSG00000038822.15"	"Hace1"	chr10	+	45605508	45605584	45618497	45618629	45590267	45590372	45638320	45638403
1438	"ENSMUSG00000038822.15"	"Hace1"	chr10	+	45618497	45618629	45638320	45638403	45605508	45605584	45648590	45648647
1439	"ENSMUSG00000020836.15"	"Coro6"	chr11	+	77467223	77467343	77467749	77467869	77466417	77466599	77468265	77468370
1440	"ENSMUSG00000001039.12"	"B9d1"	chr11	+	61507627	61507739	61509071	61509168	61506343	61506412	61509469	61509532
1441	"ENSMUSG00000017631.19"	"Abr"	chr11	-	76422152	76422258	76423047	76423182	76419734	76419882	76424033	76424173
1442	"ENSMUSG00000017631.19"	"Abr"	chr11	-	76455608	76455713	76456160	76456236	76454515	76454590	76456599	76456722
1443	"ENSMUSG00000017631.19"	"Abr"	chr11	-	76486437	76486536	76508887	76509072	76478994	76479180	76571030	76571535
1444	"ENSMUSG00000020843.15"	"Timm22"	chr11	+	76409641	76409838	76411126	76411199	76406951	76407143	76414045	76414329
1445	"ENSMUSG00000017288.15"	"Vps53"	chr11	-	76062984	76063054	76066740	76066889	76048439	76048577	76076434	76076513
1446	"ENSMUSG00000017288.15"	"Vps53"	chr11	-	76117661	76117805	76121517	76121596	76117058	76117201	76134408	76134528
1447	"ENSMUSG00000017288.15"	"Vps53"	chr11	-	76138307	76138394	76163797	76163864	76136198	76136314	76166198	76166248
1448	"ENSMUSG00000006127.9"	"Inpp5k"	chr11	+	75633462	75633571	75636943	75637060	75633068	75633176	75637409	75637585
1449	"ENSMUSG00000006127.9"	"Inpp5k"	chr11	+	75645427	75645617	75646785	75646923	75639136	75639565	75647192	75647276
1450	"ENSMUSG00000006127.9"	"Inpp5k"	chr11	+	75646785	75646923	75647192	75647276	75645427	75645617	75647401	75647506
1451	"ENSMUSG00000017781.17"	"Pitpna"	chr11	+	75603724	75603735	75608106	75608114	75603388	75603480	75609104	75609179
1452	"ENSMUSG00000017781.17"	"Pitpna"	chr11	+	75608106	75608114	75612219	75612303	75603388	75603480	75619239	75619317
1453	"ENSMUSG00000011751.16"	"Sptbn4"	chr7	-	27359934	27360108	27361566	27361859	27359742	27359785	27362395	27362468
1454	"ENSMUSG00000010554.14"	"Mettl16"	chr11	+	74800325	74800455	74802892	74803012	74795981	74796124	74803830	74803900
1455	"ENSMUSG00000028411.15"	"Aptx"	chr4	-	40694851	40695136	40695376	40695423	40693389	40693449	40697216	40697353
1456	"ENSMUSG00000028411.15"	"Aptx"	chr4	-	40695376	40695423	40697216	40697353	40694851	40695136	40702723	40702914
1457	"ENSMUSG00000038807.19"	"Rap1gap2"	chr11	-	74435700	74435804	74441749	74441785	74425911	74425990	74484886	74484971
1458	"ENSMUSG00000038807.19"	"Rap1gap2"	chr11	-	74438263	74438308	74441749	74441785	74437430	74437463	74484886	74484971
1459	"ENSMUSG00000038807.19"	"Rap1gap2"	chr11	-	74441749	74441785	74484886	74484971	74437430	74437463	74567215	74567251
1460	"ENSMUSG00000038807.19"	"Rap1gap2"	chr11	-	74441749	74441785	74484886	74484971	74438263	74438308	74567215	74567251
1461	"ENSMUSG00000038807.19"	"Rap1gap2"	chr11	-	74484886	74484971	74567215	74567251	74441749	74441785	74589959	74590186
1462	"ENSMUSG00000038807.19"	"Rap1gap2"	chr11	-	74484886	74484971	74567215	74567251	74441749	74441785	74596881	74596998
1463	"ENSMUSG00000033653.18"	"Vps8"	chr16	+	21533062	21533161	21540018	21540108	21527535	21527592	21543267	21543314
1464	"ENSMUSG00000033653.18"	"Vps8"	chr16	+	21563129	21563233	21608167	21608221	21560197	21560240	21640678	21640759
1465	"ENSMUSG00000033653.18"	"Vps8"	chr16	+	21576624	21576794	21608167	21608221	21574966	21575047	21640678	21640759
1466	"ENSMUSG00000033653.18"	"Vps8"	chr16	+	21581532	21581698	21608167	21608221	21576624	21576794	21640678	21640759
1467	"ENSMUSG00000062270.14"	"Morf4l1"	chr9	-	90095120	90095209	90096502	90096604	90094354	90094527	90097371	90097460
1468	"ENSMUSG00000062270.14"	"Morf4l1"	chr9	-	90096502	90096604	90097371	90097460	90095120	90095209	90097863	90097889
1469	"ENSMUSG00000062270.14"	"Morf4l1"	chr9	-	90096502	90096604	90097371	90100523	90095120	90095209	90102299	90102386
1470	"ENSMUSG00000062270.14"	"Morf4l1"	chr9	-	90097371	90100523	90102299	90102386	90096502	90096604	90107234	90107302
1471	"ENSMUSG00000062270.14"	"Morf4l1"	chr9	-	90097863	90097889	90100442	90100523	90096502	90096604	90102299	90102386
1472	"ENSMUSG00000062270.14"	"Morf4l1"	chr9	-	90100442	90100523	90102299	90102386	90097863	90097889	90107234	90107302
1473	"ENSMUSG00000062270.14"	"Morf4l1"	chr9	-	90102299	90102386	90107234	90107302	90097371	90100523	90110125	90110172
1474	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23387091	23387100	23390920	23391007	23386259	23386353	23435949	23436026
1475	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23387091	23387100	23402869	23402878	23386259	23386353	23435949	23436026
1476	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23387091	23387100	23425566	23425740	23386259	23386353	23435949	23436026
1477	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23387091	23387100	23425566	23425749	23386259	23386353	23435949	23436026
1478	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23387091	23387100	23432232	23432241	23386259	23386353	23435949	23436026
1479	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23390920	23391007	23402869	23402878	23386259	23386353	23435949	23436026
1480	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23390920	23391007	23425566	23425740	23386259	23386353	23435949	23436026
1481	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23390920	23391007	23425566	23425749	23386259	23386353	23435949	23436026
1482	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23390920	23391007	23432232	23432241	23386259	23386353	23435949	23436026
1483	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23402869	23402878	23425566	23425740	23386259	23386353	23435949	23436026
1484	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23402869	23402878	23425566	23425749	23386259	23386353	23435949	23436026
1485	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23402869	23402878	23432232	23432241	23386259	23386353	23435949	23436026
1486	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23425566	23425740	23432232	23432241	23386259	23386353	23435949	23436026
1487	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23425566	23425749	23432232	23432241	23386259	23386353	23435949	23436026
1488	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23463100	23463210	23494538	23494694	23451598	23451667	23501124	23501194
1489	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23526535	23526627	23526724	23526816	23509789	23509900	23528349	23528520
1490	"ENSMUSG00000053483.13"	"Usp21"	chr1	-	171283354	171283441	171283637	171283741	171283014	171283093	171283961	171284026
1491	"ENSMUSG00000053483.13"	"Usp21"	chr1	-	171283637	171283741	171283961	171284026	171282798	171283441	171284577	171284587
1492	"ENSMUSG00000021987.9"	"Mtmr6"	chr14	+	60277128	60277245	60280082	60280245	60265227	60265361	60281936	60282094
1493	"ENSMUSG00000040447.15"	"Spns2"	chr11	-	72453553	72453600	72454053	72454217	72452731	72453115	72456302	72456368
1494	"ENSMUSG00000040447.15"	"Spns2"	chr11	-	72458632	72458699	72458901	72459053	72457204	72457347	72463642	72463779
1495	"ENSMUSG00000020803.3"	"Txndc17"	chr11	+	72208252	72208334	72208729	72208805	72207546	72207768	72209414	72210015
1496	"ENSMUSG00000018449.12"	"Rpain"	chr11	+	70973014	70973075	70974068	70974132	70971763	70971934	70977657	70977687
1497	"ENSMUSG00000032735.15"	"Ablim3"	chr18	-	61814197	61814332	61816921	61816969	61813541	61813606	61818988	61819087
1498	"ENSMUSG00000032735.15"	"Ablim3"	chr18	-	61816921	61816969	61818988	61819087	61814197	61814332	61819790	61819917
1499	"ENSMUSG00000020821.17"	"Kif1c"	chr11	+	70706940	70707086	70708441	70708611	70706680	70706759	70708778	70708858
1500	"ENSMUSG00000018565.17"	"Elp5"	chr11	-	69969095	69969196	69969492	69969588	69968221	69968540	69970560	69970742
1501	"ENSMUSG00000018565.17"	"Elp5"	chr11	-	69969492	69969588	69970560	69970742	69969095	69969196	69975039	69975260
1502	"ENSMUSG00000018565.17"	"Elp5"	chr11	-	69969492	69969588	69970560	69970742	69969095	69969196	69979829	69979910
1503	"ENSMUSG00000018565.17"	"Elp5"	chr11	-	69969492	69969588	69975039	69975260	69969095	69969196	69979829	69979910
1504	"ENSMUSG00000018565.17"	"Elp5"	chr11	-	69970560	69970742	69975039	69975260	69969095	69969196	69979829	69979910
1505	"ENSMUSG00000018565.17"	"Elp5"	chr11	-	69970560	69970742	69975039	69975260	69969492	69969588	69979829	69979910
1506	"ENSMUSG00000100826.6"	"Snhg14"	chr7	-	59405044	59405090	59406911	59406945	59393701	59393824	59407340	59407459
1507	"ENSMUSG00000100826.6"	"Snhg14"	chr7	-	59944575	59944714	59946514	59946640	59937370	59940989	59955644	59955724
1508	"ENSMUSG00000100826.6"	"Snhg14"	chr7	-	59955644	59955724	59969161	59969314	59946514	59946640	59970283	59970543
1509	"ENSMUSG00000100826.6"	"Snhg14"	chr7	-	59956681	59956800	59969161	59969314	59955644	59955724	59970283	59970543
1510	"ENSMUSG00000069835.10"	"Sat2"	chr11	+	69622706	69622790	69622859	69622961	69622492	69622544	69623111	69623152
1511	"ENSMUSG00000069835.10"	"Sat2"	chr11	+	69622859	69622961	69623111	69623152	69622706	69622790	69623490	69623870
1512	"ENSMUSG00000018171.9"	"Vmp1"	chr11	-	86602007	86602069	86607175	86607292	86586495	86586598	86611341	86611422
1513	"ENSMUSG00000018171.9"	"Vmp1"	chr11	-	86607175	86607292	86611341	86611422	86602007	86602069	86635174	86635306
1514	"ENSMUSG00000018171.9"	"Vmp1"	chr11	-	86607175	86607292	86635174	86635306	86602007	86602069	86643497	86643665
1515	"ENSMUSG00000018171.9"	"Vmp1"	chr11	-	86611341	86611422	86635174	86635306	86607175	86607292	86643497	86643665
1516	"ENSMUSG00000049299.14"	"Trappc1"	chr11	+	69324394	69324465	69324823	69324962	69324062	69324256	69325438	69325793
1517	"ENSMUSG00000020903.13"	"Stx8"	chr11	+	68020905	68020998	68109276	68109378	68011314	68011439	68203705	68203770
1518	"ENSMUSG00000020777.16"	"Acox1"	chr11	-	116180942	116181062	116189414	116189575	116180290	116180406	116198221	116198381
1519	"ENSMUSG00000020777.16"	"Acox1"	chr11	-	116183463	116183624	116189414	116189575	116181912	116182020	116198221	116198381
1520	"ENSMUSG00000110441.1"	"Gm45790"	chr3	-	85441180	85441575	85453945	85454066	85435186	85435866	85461759	85461976
1521	"ENSMUSG00000110441.1"	"Gm45790"	chr3	-	85453945	85454066	85461759	85461976	85441180	85441575	85465912	85466128
1522	"ENSMUSG00000040732.20"	"Erg"	chr16	-	95369994	95370063	95377300	95377372	95369321	95369378	95379111	95379192
1523	"ENSMUSG00000056752.16"	"Dnah9"	chr11	-	65855186	65855414	65859406	65859534	65851003	65851195	65870919	65871068
1524	"ENSMUSG00000056752.16"	"Dnah9"	chr11	-	66155416	66155547	66159856	66160053	66147192	66147404	66168056	66168444
1525	"ENSMUSG00000056752.16"	"Dnah9"	chr11	-	66156819	66156978	66159856	66160053	66155416	66155547	66168056	66168533
1526	"ENSMUSG00000033352.11"	"Map2k4"	chr11	-	65719483	65719603	65735191	65735366	65696287	65696365	65756268	65756371
1527	"ENSMUSG00000033352.11"	"Map2k4"	chr11	-	65735191	65735366	65775732	65775765	65719483	65719603	65788135	65788286
1528	"ENSMUSG00000033352.11"	"Map2k4"	chr11	-	65756268	65756371	65775732	65775765	65719483	65719603	65788135	65788285
1529	"ENSMUSG00000042148.8"	"Cox10"	chr11	-	63976243	63976476	63993885	63993956	63962626	63964528	64045226	64045351
1530	"ENSMUSG00000058076.12"	"Sdhc"	chr1	-	171135992	171136156	171138693	171138755	171127164	171129905	171143557	171143659
1531	"ENSMUSG00000058076.12"	"Sdhc"	chr1	-	171138693	171138755	171143557	171143659	171135992	171136156	171145755	171145812
1532	"ENSMUSG00000042331.13"	"Specc1"	chr11	+	62029252	62029422	62042942	62043075	61956762	61956889	62117699	62119282
1533	"ENSMUSG00000042331.13"	"Specc1"	chr11	+	62042942	62043075	62117699	62119282	62029252	62029422	62128199	62128407
1534	"ENSMUSG00000030729.17"	"Pgm2l1"	chr7	+	100261599	100261789	100262065	100262163	100259883	100260077	100262910	100263088
1535	"ENSMUSG00000042729.11"	"Wdr74"	chr19	+	8735986	8736297	8737653	8737729	8735844	8735905	8737847	8737994
1536	"ENSMUSG00000042729.11"	"Wdr74"	chr19	+	8736175	8736297	8737653	8737729	8735881	8735905	8737847	8737994
1537	"ENSMUSG00000042729.11"	"Wdr74"	chr19	+	8736175	8736297	8737653	8737729	8735986	8736093	8737847	8737862
1538	"ENSMUSG00000042729.11"	"Wdr74"	chr19	+	8737653	8737729	8737847	8737994	8735986	8736297	8738152	8738254
1539	"ENSMUSG00000042729.11"	"Wdr74"	chr19	+	8737653	8737729	8737847	8737862	8736175	8736297	8738152	8738254
1540	"ENSMUSG00000020716.16"	"Nf1"	chr11	+	79463232	79463295	79468113	79468154	79458770	79458906	79468716	79468875
1541	"ENSMUSG00000000538.18"	"Tom1l2"	chr11	-	60232897	60232957	60239009	60239072	60231100	60231137	60241817	60241893
1542	"ENSMUSG00000000538.18"	"Tom1l2"	chr11	-	60261054	60261213	60262648	60262783	60258855	60258972	60270317	60270467
1543	"ENSMUSG00000000538.18"	"Tom1l2"	chr11	-	60262648	60262783	60270317	60270467	60258855	60258972	60274923	60275002
1544	"ENSMUSG00000000538.18"	"Tom1l2"	chr11	-	60262648	60262783	60270317	60270467	60261054	60261213	60274923	60275002
1545	"ENSMUSG00000000538.18"	"Tom1l2"	chr11	-	60274923	60275002	60280198	60280283	60262648	60262783	60352756	60352905
1546	"ENSMUSG00000031392.18"	"Irak1"	chrX	-	74018129	74018366	74019899	74019965	74017129	74017511	74020327	74020535
1547	"ENSMUSG00000031392.18"	"Irak1"	chrX	-	74019899	74019965	74020327	74020535	74018129	74018366	74020942	74021061
1548	"ENSMUSG00000036893.17"	"Ehmt1"	chr2	-	24840635	24840779	24847943	24848089	24839529	24839756	24852664	24852802
1549	"ENSMUSG00000036893.17"	"Ehmt1"	chr2	-	24847943	24848089	24852664	24852802	24840635	24840779	24856605	24856726
1550	"ENSMUSG00000052139.18"	"Babam2"	chr5	+	31820477	31820672	31831084	31831159	31785577	31785672	31901054	31901164
1551	"ENSMUSG00000024817.13"	"Uhrf2"	chr19	+	30039063	30039297	30056234	30056494	30030512	30030931	30071242	30071461
1552	"ENSMUSG00000002249.21"	"Tead3"	chr17	-	28336273	28336336	28336510	28336573	28335484	28335496	28340153	28340218
1553	"ENSMUSG00000020333.17"	"Acsl6"	chr11	+	54336935	54337013	54337070	54337148	54335051	54335125	54338411	54338546
1554	"ENSMUSG00000018906.14"	"P4ha2"	chr11	+	54126237	54126297	54126345	54126411	54125762	54125816	54129047	54129116
1555	"ENSMUSG00000037138.18"	"Aff3"	chr1	-	38341720	38341801	38406495	38406543	38329871	38329908	38534905	38535291
1556	"ENSMUSG00000006435.16"	"Neurl1a"	chr19	+	47253118	47253808	47256711	47256858	47240349	47240671	47257416	47259435
1557	"ENSMUSG00000031753.16"	"Cog4"	chr8	+	110849867	110849950	110851335	110851450	110847050	110847209	110852285	110852460
1558	"ENSMUSG00000001054.9"	"Rmnd5b"	chr11	-	51627879	51628025	51629475	51629626	51627621	51627762	51635589	51635647
1559	"ENSMUSG00000001054.9"	"Rmnd5b"	chr11	-	51627879	51628025	51629475	51629661	51627621	51627762	51635589	51635896
1560	"ENSMUSG00000020385.16"	"Clk4"	chr11	+	51268164	51268231	51270536	51270595	51267170	51267331	51271799	51272022
1561	"ENSMUSG00000020385.16"	"Clk4"	chr11	+	51268768	51268846	51270536	51270595	51268164	51268231	51271799	51272022
1562	"ENSMUSG00000020375.9"	"Rufy1"	chr11	-	50392018	50392067	50394920	50395015	50390293	50390371	50397643	50397773
1563	"ENSMUSG00000040936.15"	"Ulk4"	chr9	-	121244365	121244444	121246882	121246911	121208156	121208264	121248924	121248971
1564	"ENSMUSG00000015837.15"	"Sqstm1"	chr11	-	50202813	50203034	50206022	50206103	50202398	50202594	50207159	50207301
1565	"ENSMUSG00000020366.18"	"Mapk9"	chr11	+	49873835	49873907	49874263	49874335	49872733	49872899	49878230	49878413
1566	"ENSMUSG00000030630.16"	"Fah"	chr7	-	84599053	84599144	84600776	84600826	84597177	84597275	84601032	84601154
1567	"ENSMUSG00000020354.15"	"Sgcd"	chr11	-	47195030	47195132	47355184	47355373	47132597	47132685	47578804	47578965
1568	"ENSMUSG00000020340.16"	"Cyfip2"	chr11	-	46274637	46274742	46276778	46276907	46272608	46272700	46278058	46278155
1569	"ENSMUSG00000020340.16"	"Cyfip2"	chr11	-	46286066	46286144	46289631	46289721	46284156	46284258	46291512	46291652
1570	"ENSMUSG00000019189.13"	"Rnf145"	chr11	+	44524927	44525143	44531275	44531384	44518963	44519274	44542628	44542720
1571	"ENSMUSG00000020409.10"	"Slu7"	chr11	+	43435053	43435211	43436353	43436432	43433743	43433819	43437344	43437530
1572	"ENSMUSG00000006471.18"	"Ndor1"	chr2	-	25250279	25250378	25251720	25251818	25250095	25250197	25254863	25254941
1573	"ENSMUSG00000010803.13"	"Gabra1"	chr11	-	42147089	42147233	42162553	42162621	42140248	42140401	42175901	42176011
1574	"ENSMUSG00000010803.13"	"Gabra1"	chr11	-	42154808	42155029	42162553	42162621	42153333	42153416	42175901	42176011
1575	"ENSMUSG00000020326.7"	"Ccng1"	chr11	-	40751439	40751518	40752103	40752357	40751260	40751359	40753807	40754068
1576	"ENSMUSG00000020386.5"	"Sar1b"	chr11	+	51788149	51788253	51789196	51789328	51782771	51782837	51791326	51791925
1577	"ENSMUSG00000037286.15"	"Stag1"	chr9	+	100737977	100738142	100776755	100776832	100712437	100712540	100786491	100786696
1578	"ENSMUSG00000020289.15"	"Nprl3"	chr11	-	32253874	32253949	32255438	32255568	32250124	32250278	32263024	32263094
1579	"ENSMUSG00000055692.21"	"Tmem191c"	chr16	+	17276961	17277039	17277341	17277401	17276836	17276887	17277527	17277592
1580	"ENSMUSG00000020300.14"	"Cpeb4"	chr11	+	31908824	31908875	31918800	31918824	31889857	31889939	31920408	31920582
1581	"ENSMUSG00000020305.13"	"Asb3"	chr11	+	30998312	30998521	31028907	31029066	30954394	30954569	31055457	31055570
1582	"ENSMUSG00000041241.12"	"Mul1"	chr4	+	138437627	138437715	138438241	138438362	138434670	138434879	138438950	138442265
1583	"ENSMUSG00000041241.12"	"Mul1"	chr4	+	138437627	138437715	138438241	138438408	138434722	138434879	138438950	138439011
1584	"ENSMUSG00000020463.15"	"Ppp4r3b"	chr11	+	29202866	29202908	29205545	29205704	29200700	29200803	29209316	29209486
1585	"ENSMUSG00000021457.14"	"Syk"	chr13	+	52624707	52624776	52631656	52631744	52623244	52623276	52632887	52633065
1586	"ENSMUSG00000004018.9"	"Fancl"	chr11	+	26468671	26468717	26468800	26468882	26468334	26468418	26469651	26469768
1587	"ENSMUSG00000020288.13"	"Ahsa2"	chr11	-	23493278	23493393	23494978	23495064	23492217	23492306	23496690	23496876
1588	"ENSMUSG00000056342.16"	"Usp34"	chr11	+	23333438	23333859	23343319	23343370	23320660	23320748	23343510	23343660
1589	"ENSMUSG00000056342.16"	"Usp34"	chr11	+	23473169	23473294	23484101	23484181	23472949	23473054	23486817	23486958
1590	"ENSMUSG00000007739.10"	"Cct4"	chr11	+	22994297	22994387	22995929	22996038	22993266	22993319	22996314	22996457
1591	"ENSMUSG00000020128.15"	"Vps54"	chr11	+	21271703	21271738	21274997	21275129	21268784	21268863	21277674	21278060
1592	"ENSMUSG00000020152.7"	"Actr2"	chr11	-	20072455	20072588	20077187	20077333	20062303	20064859	20080022	20080172
1593	"ENSMUSG00000020152.7"	"Actr2"	chr11	-	20077187	20077333	20080022	20080172	20072455	20072588	20080661	20080798
1594	"ENSMUSG00000020152.7"	"Actr2"	chr11	-	20080022	20080172	20080661	20080798	20077187	20077333	20091294	20091367
1595	"ENSMUSG00000045671.17"	"Spred2"	chr11	+	19998119	19998297	20005781	20005950	19924374	19924956	20008412	20008477
1596	"ENSMUSG00000033953.10"	"Ppp3r1"	chr11	+	17182106	17182146	17192956	17193133	17159262	17159542	17194216	17194276
1597	"ENSMUSG00000033953.10"	"Ppp3r1"	chr11	+	17192956	17193133	17194216	17194276	17182106	17182146	17194668	17194853
1598	"ENSMUSG00000048834.16"	"Vstm2a"	chr11	+	16259854	16260021	16261437	16261488	16257723	16258086	16262913	16263250
1599	"ENSMUSG00000048834.16"	"Vstm2a"	chr11	+	16259854	16260021	16262913	16263250	16258062	16258086	16281962	16282422
1600	"ENSMUSG00000020173.17"	"Cobl"	chr11	-	12343743	12343917	12365104	12365179	12309613	12309752	12369593	12369691
1601	"ENSMUSG00000000378.15"	"Ccm2"	chr11	+	6569963	6570137	6589431	6589568	6546886	6547029	6590752	6590888
1602	"ENSMUSG00000000378.15"	"Ccm2"	chr11	+	6569963	6570137	6584519	6584603	6561133	6561241	6589431	6589568
1603	"ENSMUSG00000000378.15"	"Ccm2"	chr11	+	6585033	6585217	6589431	6589568	6569963	6570137	6590752	6590888
1604	"ENSMUSG00000071866.12"	"Ppia"	chr11	+	6418100	6418314	6419112	6419285	6415875	6415979	6419477	6419663
1605	"ENSMUSG00000021843.17"	"Ktn1"	chr14	+	47701068	47701159	47701674	47701743	47700619	47700654	47703128	47703166
1606	"ENSMUSG00000021843.17"	"Ktn1"	chr14	+	47710841	47710901	47712473	47712508	47708801	47708892	47714631	47714722
1607	"ENSMUSG00000021843.17"	"Ktn1"	chr14	+	47712473	47712508	47714631	47714722	47710841	47710901	47720195	47720285
1608	"ENSMUSG00000034164.17"	"Emid1"	chr11	-	5109543	5109634	5110689	5110774	5106264	5106969	5116879	5116924
1609	"ENSMUSG00000053641.9"	"Dennd4a"	chr9	+	64838812	64839144	64842439	64842689	64835953	64836081	64849125	64849195
1610	"ENSMUSG00000003585.13"	"Sec14l2"	chr11	-	4103387	4103557	4103673	4103813	4097038	4098435	4103894	4104001
1611	"ENSMUSG00000003585.13"	"Sec14l2"	chr11	-	4103673	4103813	4103894	4104001	4103387	4103557	4108496	4108580
1612	"ENSMUSG00000020435.17"	"Osbp2"	chr11	-	3714470	3714716	3715087	3715234	3712458	3712579	3715496	3715551
1613	"ENSMUSG00000022604.18"	"Cep97"	chr16	-	55914856	55915631	55918537	55918662	55911554	55911630	55919402	55919567
1614	"ENSMUSG00000020454.17"	"Eif4enif1"	chr11	+	3229868	3230065	3233987	3234059	3227705	3227885	3234461	3234645
1615	"ENSMUSG00000020454.17"	"Eif4enif1"	chr11	+	3229868	3230101	3233987	3234059	3227705	3227885	3234461	3234645
1616	"ENSMUSG00000020454.17"	"Eif4enif1"	chr11	+	3229868	3230101	3233987	3234059	3227812	3227885	3234584	3234645
1617	"ENSMUSG00000020457.13"	"Drg1"	chr11	-	3252159	3252282	3254511	3254642	3249906	3250365	3256542	3256712
1618	"ENSMUSG00000027716.13"	"Trpc3"	chr3	-	36655017	36655182	36662744	36662933	36651519	36651736	36670871	36671643
1619	"ENSMUSG00000037846.18"	"Rtkn2"	chr10	+	68035788	68035951	68040030	68040138	68026517	68026649	68041378	68041954
1620	"ENSMUSG00000052889.11"	"Prkcb"	chr7	+	122544632	122544779	122568133	122568307	122528475	122528572	122582429	122582521
1621	"ENSMUSG00000052889.11"	"Prkcb"	chr7	+	122568133	122568307	122582429	122582521	122544632	122544779	122584397	122584460
1622	"ENSMUSG00000020376.17"	"Rnf130"	chr11	+	50052775	50052970	50071170	50071421	50025345	50025647	50085740	50085812
1623	"ENSMUSG00000031788.14"	"Kifc3"	chr8	-	95126525	95126707	95129195	95129334	95110693	95110759	95134716	95134859
