ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1680	"ENSMUSG00000058076.12"	"Sdhc"	chr1	-	171135992	171136156	171138693	171138755	171129406	171129905	171145755	171145812
1681	"ENSMUSG00000058076.12"	"Sdhc"	chr1	-	171138693	171138755	171143557	171143659	171135992	171136156	171145755	171145812
1682	"ENSMUSG00000086841.1"	"2410006H16Rik"	chr11	+	62603234	62603282	62603596	62603646	62602876	62603023	62604402	62604466
1683	"ENSMUSG00000042331.13"	"Specc1"	chr11	+	62029252	62029422	62042942	62043075	61956762	61956889	62117699	62119282
1684	"ENSMUSG00000042331.13"	"Specc1"	chr11	+	62042942	62043075	62117699	62119282	62029252	62029422	62128199	62128407
1685	"ENSMUSG00000030729.17"	"Pgm2l1"	chr7	+	100262065	100262163	100262910	100263088	100259883	100260077	100266664	100266758
1686	"ENSMUSG00000029088.16"	"Kcnip4"	chr5	-	48398478	48398586	48409794	48409865	48396650	48396755	48419211	48419281
1687	"ENSMUSG00000020716.16"	"Nf1"	chr11	+	79412054	79412177	79412683	79412758	79411495	79411669	79418551	79418683
1688	"ENSMUSG00000020716.16"	"Nf1"	chr11	+	79463232	79463295	79468113	79468154	79458770	79458906	79468716	79468875
1689	"ENSMUSG00000020716.16"	"Nf1"	chr11	+	79564823	79564946	79565417	79565551	79559404	79559562	79565919	79566020
1690	"ENSMUSG00000020716.16"	"Nf1"	chr11	+	79564823	79564946	79565420	79565551	79559404	79559562	79565919	79566020
1691	"ENSMUSG00000000538.18"	"Tom1l2"	chr11	-	60232897	60232957	60239009	60239072	60231100	60231137	60241817	60241893
1692	"ENSMUSG00000000538.18"	"Tom1l2"	chr11	-	60261054	60261213	60262648	60262783	60258855	60258972	60270317	60270467
1693	"ENSMUSG00000000538.18"	"Tom1l2"	chr11	-	60262648	60262783	60270317	60270467	60258855	60258972	60274923	60275002
1694	"ENSMUSG00000000538.18"	"Tom1l2"	chr11	-	60262648	60262783	60270317	60270467	60261054	60261213	60274923	60275002
1695	"ENSMUSG00000000538.18"	"Tom1l2"	chr11	-	60262648	60262783	60270317	60270467	60261054	60261213	60280198	60280283
1696	"ENSMUSG00000000538.18"	"Tom1l2"	chr11	-	60270317	60270467	60274923	60275002	60262648	60262783	60280198	60280283
1697	"ENSMUSG00000000538.18"	"Tom1l2"	chr11	-	60274923	60275002	60280198	60280283	60262648	60262783	60352756	60352905
1698	"ENSMUSG00000000538.18"	"Tom1l2"	chr11	-	60274923	60275002	60280198	60280283	60270317	60270467	60352756	60352905
1699	"ENSMUSG00000019373.11"	"Cops3"	chr11	-	59830146	59830239	59832883	59832933	59827845	59828025	59833031	59833144
1700	"ENSMUSG00000031392.18"	"Irak1"	chrX	-	74018129	74018366	74019899	74019965	74017129	74017511	74020327	74020535
1701	"ENSMUSG00000031392.18"	"Irak1"	chrX	-	74021848	74021963	74022184	74022249	74020942	74021061	74022472	74022664
1702	"ENSMUSG00000031392.18"	"Irak1"	chrX	-	74021848	74021963	74022184	74022249	74020942	74021061	74022848	74022952
1703	"ENSMUSG00000031392.18"	"Irak1"	chrX	-	74022184	74022249	74022472	74022661	74021848	74021963	74022848	74022952
1704	"ENSMUSG00000031392.18"	"Irak1"	chrX	-	74022184	74022249	74022472	74022664	74021848	74021963	74022848	74022952
1705	"ENSMUSG00000031392.18"	"Irak1"	chrX	-	74022472	74022664	74022848	74022952	74020999	74021061	74023065	74023091
1706	"ENSMUSG00000031392.18"	"Irak1"	chrX	-	74022472	74022664	74022848	74022952	74022184	74022249	74023065	74023197
1707	"ENSMUSG00000031392.18"	"Irak1"	chrX	-	74022848	74022952	74023065	74023197	74022472	74022664	74023365	74023533
1708	"ENSMUSG00000009894.15"	"Snap47"	chr11	-	59421524	59421649	59428340	59428813	59407133	59407810	59437977	59438513
1709	"ENSMUSG00000036893.17"	"Ehmt1"	chr2	-	24840635	24840779	24847943	24848089	24839529	24839756	24852664	24852802
1710	"ENSMUSG00000036893.17"	"Ehmt1"	chr2	-	24847943	24848089	24852664	24852802	24840635	24840779	24856605	24856726
1711	"ENSMUSG00000052139.18"	"Babam2"	chr5	+	31730966	31731043	31785577	31785672	31701825	31701977	31820477	31820672
1712	"ENSMUSG00000052139.18"	"Babam2"	chr5	+	31730966	31731043	31785577	31785672	31702030	31702103	31820477	31820672
1713	"ENSMUSG00000052139.18"	"Babam2"	chr5	+	31785577	31785672	31820477	31820672	31730966	31731043	31831084	31831159
1714	"ENSMUSG00000052139.18"	"Babam2"	chr5	+	31785577	31785672	31820477	31820672	31730966	31731043	31901054	31901164
1715	"ENSMUSG00000052139.18"	"Babam2"	chr5	+	31820477	31820672	31831084	31831159	31785577	31785672	31901054	31901164
1716	"ENSMUSG00000024817.13"	"Uhrf2"	chr19	+	30039063	30039297	30056234	30056494	30030512	30030931	30071242	30071461
1717	"ENSMUSG00000024817.13"	"Uhrf2"	chr19	+	30056234	30056494	30071242	30071461	30039063	30039297	30073893	30074003
1718	"ENSMUSG00000024817.13"	"Uhrf2"	chr19	+	30071242	30071461	30073893	30074003	30056234	30056494	30075083	30075270
1719	"ENSMUSG00000020514.8"	"Mrpl22"	chr11	+	58176131	58176209	58177216	58177286	58175276	58175342	58179277	58179565
1720	"ENSMUSG00000002249.21"	"Tead3"	chr17	-	28336273	28336336	28336510	28336573	28335484	28335496	28340153	28340218
1721	"ENSMUSG00000022756.17"	"Slc7a4"	chr16	-	17573555	17573664	17573945	17574586	17572017	17573452	17574951	17575965
1722	"ENSMUSG00000022756.17"	"Slc7a4"	chr16	-	17573555	17573664	17573945	17573997	17572959	17573452	17574473	17574586
1723	"ENSMUSG00000037533.20"	"Rapgef6"	chr11	+	54610787	54610919	54619885	54620063	54568352	54568496	54622315	54622452
1724	"ENSMUSG00000020333.17"	"Acsl6"	chr11	+	54336935	54337013	54337070	54337148	54335051	54335125	54338411	54338546
1725	"ENSMUSG00000018906.14"	"P4ha2"	chr11	+	54126237	54126297	54126345	54126411	54125762	54125816	54129047	54129116
1726	"ENSMUSG00000037138.18"	"Aff3"	chr1	-	38341720	38341801	38406495	38406543	38329871	38329908	38534905	38535291
1727	"ENSMUSG00000006435.16"	"Neurl1a"	chr19	+	47253118	47253808	47256711	47256858	47240349	47240671	47257416	47259435
1728	"ENSMUSG00000020387.15"	"Jade2"	chr11	-	51818496	51818628	51821078	51821196	51813454	51817700	51824942	51825407
1729	"ENSMUSG00000031753.16"	"Cog4"	chr8	+	110849867	110849950	110851335	110851450	110847050	110847209	110852285	110852460
1730	"ENSMUSG00000001054.9"	"Rmnd5b"	chr11	-	51627879	51628025	51629475	51629626	51627621	51627762	51635589	51635647
1731	"ENSMUSG00000001054.9"	"Rmnd5b"	chr11	-	51627879	51628025	51629475	51629661	51627621	51627762	51635589	51635896
1732	"ENSMUSG00000020385.16"	"Clk4"	chr11	+	51268164	51268231	51270536	51270595	51267170	51267331	51271799	51272022
1733	"ENSMUSG00000020385.16"	"Clk4"	chr11	+	51268768	51268846	51270536	51270595	51268164	51268231	51271799	51272022
1734	"ENSMUSG00000020375.9"	"Rufy1"	chr11	-	50392018	50392067	50394920	50395015	50390293	50390371	50397643	50397773
1735	"ENSMUSG00000015837.15"	"Sqstm1"	chr11	-	50202813	50203034	50206022	50206103	50202398	50202594	50207159	50207301
1736	"ENSMUSG00000020366.18"	"Mapk9"	chr11	+	49863543	49863673	49866982	49867041	49854212	49854382	49869171	49869310
1737	"ENSMUSG00000020366.18"	"Mapk9"	chr11	+	49863543	49863673	49866982	49867041	49854212	49854382	49869211	49869310
1738	"ENSMUSG00000020366.18"	"Mapk9"	chr11	+	49873835	49873907	49874263	49874335	49872733	49872899	49878230	49878413
1739	"ENSMUSG00000042115.4"	"Klhdc8a"	chr1	+	132302939	132303155	132303728	132303830	132302524	132302689	132304598	132307357
1740	"ENSMUSG00000030630.16"	"Fah"	chr7	-	84599053	84599144	84600776	84600826	84597177	84597275	84601032	84601154
1741	"ENSMUSG00000020340.16"	"Cyfip2"	chr11	-	46274637	46274742	46276778	46276907	46272608	46272700	46278058	46278155
1742	"ENSMUSG00000011256.16"	"Adam19"	chr11	+	46121419	46121586	46125007	46125147	46118419	46118491	46127245	46127423
1743	"ENSMUSG00000019189.13"	"Rnf145"	chr11	+	44524927	44525143	44531275	44531384	44518963	44519274	44542628	44542720
1744	"ENSMUSG00000041231.15"	"Ublcp1"	chr11	-	44461318	44461356	44463657	44463756	44460720	44460819	44465364	44465480
1745	"ENSMUSG00000020409.10"	"Slu7"	chr11	+	43435053	43435211	43436353	43436432	43433743	43433819	43437344	43437530
1746	"ENSMUSG00000006471.18"	"Ndor1"	chr2	-	25250279	25250378	25251720	25251818	25250095	25250197	25254863	25254941
1747	"ENSMUSG00000020326.7"	"Ccng1"	chr11	-	40751439	40751518	40752103	40752357	40751260	40751359	40753807	40754068
1748	"ENSMUSG00000002984.17"	"Tomm40"	chr7	-	19703065	19703142	19703268	19703391	19702847	19702950	19710732	19710838
1749	"ENSMUSG00000037286.15"	"Stag1"	chr9	+	100705152	100705254	100712437	100712540	100643447	100643796	100737977	100738142
1750	"ENSMUSG00000037286.15"	"Stag1"	chr9	+	100712437	100712540	100737977	100738142	100705152	100705254	100757689	100757786
1751	"ENSMUSG00000037286.15"	"Stag1"	chr9	+	100737977	100738142	100757689	100757786	100712437	100712540	100776755	100776795
1752	"ENSMUSG00000037286.15"	"Stag1"	chr9	+	100737977	100738142	100776755	100776832	100712437	100712540	100786491	100786696
1753	"ENSMUSG00000037286.15"	"Stag1"	chr9	+	100757689	100757786	100776755	100776832	100737977	100738142	100786491	100786696
1754	"ENSMUSG00000037286.15"	"Stag1"	chr9	+	100803280	100803354	100834417	100834541	100737977	100738142	100845015	100845114
1755	"ENSMUSG00000037286.15"	"Stag1"	chr9	+	100928022	100928115	100929840	100930015	100908636	100908717	100931586	100931726
1756	"ENSMUSG00000020289.15"	"Nprl3"	chr11	-	32253874	32253949	32255438	32255568	32250124	32250278	32263024	32263094
1757	"ENSMUSG00000055692.21"	"Tmem191c"	chr16	+	17276961	17277039	17277341	17277401	17276836	17276887	17277527	17277592
1758	"ENSMUSG00000020300.14"	"Cpeb4"	chr11	+	31908824	31908875	31918800	31918824	31889857	31889939	31920408	31920582
1759	"ENSMUSG00000044072.14"	"Eml6"	chr11	-	29758933	29759107	29760021	29760120	29754847	29755056	29761592	29761722
1760	"ENSMUSG00000039824.4"	"Myl6b"	chr10	-	128494589	128494667	128495053	128495227	128494156	128494483	128496252	128496396
1761	"ENSMUSG00000041241.12"	"Mul1"	chr4	+	138437627	138437715	138438241	138438362	138434670	138434879	138438950	138442265
1762	"ENSMUSG00000041241.12"	"Mul1"	chr4	+	138437627	138437715	138438241	138438408	138434722	138434879	138438950	138439011
1763	"ENSMUSG00000004018.9"	"Fancl"	chr11	+	26422407	26422504	26459685	26459836	26407547	26407648	26468334	26468418
1764	"ENSMUSG00000004018.9"	"Fancl"	chr11	+	26468671	26468717	26468800	26468882	26468334	26468418	26469651	26469768
1765	"ENSMUSG00000020288.13"	"Ahsa2"	chr11	-	23493278	23493393	23494978	23495064	23492217	23492306	23496690	23496876
1766	"ENSMUSG00000056342.16"	"Usp34"	chr11	+	23405866	23405953	23412214	23412415	23403811	23403895	23414735	23414818
1767	"ENSMUSG00000007739.10"	"Cct4"	chr11	+	22994297	22994387	22995929	22996038	22993266	22993319	22996314	22996457
1768	"ENSMUSG00000020128.15"	"Vps54"	chr11	+	21264629	21264871	21268784	21268863	21263198	21263354	21271703	21271738
1769	"ENSMUSG00000020128.15"	"Vps54"	chr11	+	21264665	21264871	21268784	21268863	21263198	21263354	21271703	21271738
1770	"ENSMUSG00000020128.15"	"Vps54"	chr11	+	21268784	21268863	21271703	21271738	21264629	21264871	21274997	21275129
1771	"ENSMUSG00000020128.15"	"Vps54"	chr11	+	21271703	21271738	21274997	21275129	21268784	21268863	21277674	21278060
1772	"ENSMUSG00000020390.12"	"Ube2b"	chr11	-	51988611	51988700	51995373	51995399	51985496	51986810	51997817	51997898
1773	"ENSMUSG00000020390.12"	"Ube2b"	chr11	-	51991393	51991483	51995373	51995399	51988611	51988700	51997817	51997898
1774	"ENSMUSG00000020152.7"	"Actr2"	chr11	-	20072455	20072588	20077187	20077333	20062303	20064859	20080022	20080172
1775	"ENSMUSG00000045671.17"	"Spred2"	chr11	+	19998119	19998297	20005781	20005950	19924374	19924956	20008412	20008477
1776	"ENSMUSG00000087060.7"	"Eldr"	chr11	-	16937372	16937484	16938584	16938625	16936454	16936564	16950881	16950930
1777	"ENSMUSG00000024127.15"	"Prepl"	chr17	-	85071911	85072109	85075865	85076051	85070427	85070603	85076608	85076825
1778	"ENSMUSG00000018654.17"	"Ikzf1"	chr11	+	11758194	11758317	11761218	11761353	11754006	11754174	11768880	11769798
1779	"ENSMUSG00000000378.15"	"Ccm2"	chr11	+	6569963	6570137	6584519	6584603	6561133	6561241	6589431	6589568
1780	"ENSMUSG00000000378.15"	"Ccm2"	chr11	+	6585033	6585217	6589431	6589568	6569963	6570137	6590752	6590888
1781	"ENSMUSG00000071866.12"	"Ppia"	chr11	+	6418100	6418314	6419112	6419285	6415875	6415979	6419477	6419663
1782	"ENSMUSG00000071866.12"	"Ppia"	chr11	+	6418225	6418314	6419112	6419285	6415875	6418131	6419477	6419812
1783	"ENSMUSG00000062646.12"	"Ganc"	chr2	+	120430940	120431094	120433621	120433857	120430554	120430735	120435262	120435389
1784	"ENSMUSG00000049680.17"	"Urgcp"	chr11	-	5722801	5722840	5723110	5723161	5713416	5718263	5726347	5726410
1785	"ENSMUSG00000049680.17"	"Urgcp"	chr11	-	5723110	5723161	5726347	5726418	5722801	5722840	5726830	5726857
1786	"ENSMUSG00000021843.17"	"Ktn1"	chr14	+	47701068	47701159	47701674	47701743	47700619	47700654	47703128	47703166
1787	"ENSMUSG00000021843.17"	"Ktn1"	chr14	+	47712473	47712508	47714631	47714722	47710841	47710901	47720195	47720285
1788	"ENSMUSG00000034164.17"	"Emid1"	chr11	-	5109543	5109634	5110689	5110774	5106264	5106969	5116879	5116924
1789	"ENSMUSG00000015994.10"	"Fnta"	chr8	-	26000969	26001032	26004415	26004564	25999768	25999940	26007186	26007313
1790	"ENSMUSG00000022679.13"	"Mpv17l"	chr16	+	13944665	13944736	13946557	13946587	13940664	13941023	13946751	13949378
1791	"ENSMUSG00000022679.13"	"Mpv17l"	chr16	+	13944665	13944736	13946557	13946587	13942119	13942173	13946751	13947296
1792	"ENSMUSG00000051786.15"	"Tubgcp6"	chr15	-	89116044	89116255	89120509	89120673	89111115	89111289	89122076	89122886
1793	"ENSMUSG00000024294.14"	"Mib1"	chr18	+	10743268	10743398	10747355	10747460	10740982	10741154	10749322	10749389
1794	"ENSMUSG00000024294.14"	"Mib1"	chr18	+	10747355	10747460	10749322	10749389	10743268	10743398	10751822	10752027
1795	"ENSMUSG00000020454.17"	"Eif4enif1"	chr11	+	3229868	3230065	3233987	3234059	3227705	3227885	3234461	3234645
1796	"ENSMUSG00000020454.17"	"Eif4enif1"	chr11	+	3229868	3230101	3233987	3234059	3227705	3227885	3234461	3234645
1797	"ENSMUSG00000020454.17"	"Eif4enif1"	chr11	+	3229868	3230101	3233987	3234059	3227812	3227885	3234584	3234645
1798	"ENSMUSG00000020457.13"	"Drg1"	chr11	-	3252643	3252811	3254511	3254642	3252159	3252282	3256542	3256712
1799	"ENSMUSG00000020457.13"	"Drg1"	chr11	-	3254511	3254642	3256542	3256712	3252643	3252811	3259305	3259375
1800	"ENSMUSG00000052889.11"	"Prkcb"	chr7	+	122544632	122544779	122568133	122568307	122528475	122528572	122582429	122582521
1801	"ENSMUSG00000022663.3"	"Atg3"	chr16	+	45178229	45178311	45182655	45182690	45175248	45175298	45182820	45182976
1802	"ENSMUSG00000020376.17"	"Rnf130"	chr11	+	50052775	50052970	50071170	50071421	50025345	50025647	50085740	50085812
1803	"ENSMUSG00000094734.2"	"Olfr799"	chr10	+	129638678	129638745	129642129	129642243	129637483	129637774	129647104	129648326
1804	"ENSMUSG00000013089.15"	"Etv5"	chr16	-	22386756	22386858	22392654	22392824	22381308	22383691	22392986	22393055
1805	"ENSMUSG00000078427.3"	"Sarnp"	chr10	+	128851156	128851182	128853182	128853251	128848760	128848789	128872420	128872510
1806	"ENSMUSG00000044712.15"	"Slc38a6"	chr12	+	73293698	73293799	73310144	73310197	73292159	73292233	73318976	73319016
1807	"ENSMUSG00000025373.14"	"Rnf41"	chr10	+	128428590	128428703	128435312	128435584	128415118	128415301	128436467	128436603
1808	"ENSMUSG00000025373.14"	"Rnf41"	chr10	+	128432196	128432317	128435312	128435584	128428590	128428703	128436467	128436603
1809	"ENSMUSG00000044005.13"	"Gls2"	chr10	+	128199636	128199758	128200143	128200302	128199181	128199281	128200885	128200965
1810	"ENSMUSG00000044005.13"	"Gls2"	chr10	+	128199636	128199758	128200885	128200965	128199181	128199281	128201205	128201369
1811	"ENSMUSG00000044005.13"	"Gls2"	chr10	+	128200172	128200302	128200885	128200965	128199636	128199758	128201205	128201369
1812	"ENSMUSG00000044005.13"	"Gls2"	chr10	+	128204860	128204911	128205087	128205264	128204660	128204727	128206871	128207003
1813	"ENSMUSG00000044005.13"	"Gls2"	chr10	+	128207560	128207622	128208590	128208667	128207297	128207390	128209105	128209169
1814	"ENSMUSG00000025393.12"	"Atp5b"	chr10	+	128083891	128084074	128084296	128084471	128083272	128083453	128085090	128085212
1815	"ENSMUSG00000037960.11"	"Card19"	chr13	-	49203928	49203988	49205191	49205345	49203717	49203789	49208003	49208146
1816	"ENSMUSG00000025404.15"	"R3hdm2"	chr10	+	127400125	127400193	127444275	127444475	127390310	127390427	127451991	127452033
1817	"ENSMUSG00000025404.15"	"R3hdm2"	chr10	+	127452691	127452778	127454629	127454756	127451991	127452033	127457649	127457728
1818	"ENSMUSG00000025404.15"	"R3hdm2"	chr10	+	127464981	127465013	127471767	127472000	127459466	127459575	127476519	127476698
1819	"ENSMUSG00000025404.15"	"R3hdm2"	chr10	+	127476519	127476698	127481692	127481755	127464981	127465013	127483975	127484218
1820	"ENSMUSG00000025404.15"	"R3hdm2"	chr10	+	127476519	127476698	127481692	127481794	127464981	127465013	127483975	127484218
1821	"ENSMUSG00000025409.14"	"Mbd6"	chr10	-	127283391	127283444	127283525	127283939	127283024	127283088	127284042	127284212
1822	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036207	161036244	161036548	161036579	161035982	161036014	161036819	161036852
1823	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036207	161036244	161036819	161037315	161035982	161036014	161037504	161037531
1824	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036207	161036244	161036819	161036852	161035982	161036014	161037504	161037547
1825	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036207	161036244	161036819	161036852	161035982	161036014	161038224	161038272
1826	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036207	161036579	161036819	161036852	161035751	161036014	161037287	161037315
1827	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036207	161036579	161036819	161037164	161035982	161036014	161037287	161037315
1828	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036548	161036579	161036819	161036852	161036207	161036244	161037287	161037315
1829	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036548	161036579	161036819	161037164	161036207	161036244	161037287	161037315
1830	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036819	161036852	161037504	161038037	161036207	161036244	161038224	161038272
1831	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036819	161036852	161037287	161037547	161036207	161036579	161037994	161038037
1832	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036819	161036852	161037287	161037315	161036548	161036579	161037504	161037547
1833	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161037287	161037315	161037994	161038037	161036694	161036852	161038224	161038272
1834	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161037504	161038037	161038224	161038272	161037287	161037315	161038456	161038533
1835	"ENSMUSG00000025422.10"	"Agap2"	chr10	+	127089229	127089358	127090141	127090201	127088208	127088328	127090426	127090575
1836	"ENSMUSG00000060475.13"	"Wtap"	chr17	-	12969404	12969559	12975295	12975474	12966795	12968051	12980821	12980949
1837	"ENSMUSG00000060475.13"	"Wtap"	chr17	-	12975295	12975474	12980821	12980949	12969404	12969559	12981749	12981808
1838	"ENSMUSG00000038408.14"	"1700018A04Rik"	chr13	-	31586456	31586562	31592660	31592726	31578155	31580153	31625110	31625509
1839	"ENSMUSG00000020102.15"	"Slc16a7"	chr10	-	125301956	125302081	125339138	125339233	125294649	125294844	125341780	125341850
1840	"ENSMUSG00000034613.12"	"Ppm1h"	chr10	+	122802234	122802579	122811446	122811559	122782182	122782345	122857061	122857146
1841	"ENSMUSG00000020121.15"	"Srgap1"	chr10	-	121828728	121828762	121829226	121829329	121825633	121825694	121831884	121831912
1842	"ENSMUSG00000044066.14"	"Cep68"	chr11	-	20230423	20230594	20236005	20236102	20227036	20229481	20238465	20238588
1843	"ENSMUSG00000021612.15"	"Slc6a18"	chr13	-	73666692	73666783	73666854	73666998	73666310	73666470	73668130	73668287
1844	"ENSMUSG00000021612.15"	"Slc6a18"	chr13	-	73666692	73666783	73666854	73667059	73666310	73666470	73668130	73668287
1845	"ENSMUSG00000020225.10"	"Tmbim4"	chr10	+	120217503	120217609	120220750	120220784	120215540	120215649	120223836	120223882
1846	"ENSMUSG00000041491.8"	"Cep78"	chr19	-	15962371	15962449	15969071	15969200	15960942	15961109	15970532	15970578
1847	"ENSMUSG00000027778.15"	"Ift80"	chr3	-	68916091	68916263	68917956	68918104	68914893	68914983	68918489	68918625
1848	"ENSMUSG00000027778.15"	"Ift80"	chr3	-	68930821	68930985	68935846	68935921	68927726	68927791	68940085	68940204
1849	"ENSMUSG00000035258.15"	"Abi3bp"	chr16	+	56594461	56594536	56595239	56595314	56592603	56592681	56596233	56596305
1850	"ENSMUSG00000035258.15"	"Abi3bp"	chr16	+	56633771	56633834	56634458	56634539	56632828	56632885	56636170	56636245
1851	"ENSMUSG00000035258.15"	"Abi3bp"	chr16	+	56634458	56634539	56636170	56636245	56633771	56633834	56637067	56637124
1852	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90644457	90644556	90680766	90680919	90576516	90577195	90895098	90895206
1853	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90680766	90680919	90895098	90895206	90644457	90644556	90914692	90914767
1854	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90680766	90680919	90895098	90895206	90644457	90644556	90914695	90914767
1855	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90895098	90895206	90914692	90914767	90680766	90680919	90921295	90921424
1856	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90895098	90895206	90914695	90914767	90680766	90680919	90921295	90921424
1857	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90895098	90895206	90948534	90948672	90680766	90680919	90966224	90966392
1858	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90897246	90897426	90914692	90914767	90895098	90895206	90921295	90921424
1859	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90897246	90897426	90914695	90914767	90895098	90895206	90921295	90921424
1860	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90897246	90897426	90921295	90921424	90895098	90895206	90940563	90940575
1861	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90897246	90897426	90921295	90921424	90895098	90895206	90948534	90948672
1862	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90897348	90897426	90921295	90921424	90895098	90895206	90940563	90940575
1863	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90897348	90897426	90921295	90921424	90895098	90895206	90948534	90948672
1864	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90921295	90921424	90940563	90940575	90895098	90895206	90941425	90941438
1865	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90921295	90921424	90940563	90940575	90897246	90897426	90941425	90941512
1866	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90923530	90923602	90940563	90940575	90921295	90921424	90941425	90941438
1867	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90923530	90923602	90941425	90941512	90921295	90921424	90948534	90948672
1868	"ENSMUSG00000058589.14"	"Anks1b"	chr10	+	90923530	90923602	90948534	90948672	90921295	90921424	90966224	90966392
1869	"ENSMUSG00000026767.12"	"Mindy3"	chr2	-	12364446	12364519	12386608	12386679	12356784	12356977	12396178	12396258
1870	"ENSMUSG00000026767.12"	"Mindy3"	chr2	-	12364446	12364519	12386608	12386679	12356904	12356977	12405859	12405920
1871	"ENSMUSG00000026767.12"	"Mindy3"	chr2	-	12382102	12382183	12386608	12386679	12364446	12364519	12396178	12396258
1872	"ENSMUSG00000026767.12"	"Mindy3"	chr2	-	12382102	12382183	12386608	12386679	12364505	12364519	12419158	12419449
1873	"ENSMUSG00000026767.12"	"Mindy3"	chr2	-	12401024	12401076	12403997	12404168	12400022	12400137	12405859	12405920
1874	"ENSMUSG00000018761.14"	"Mpdu1"	chr11	-	69657724	69657843	69658565	69658698	69657419	69657530	69658810	69658876
1875	"ENSMUSG00000018761.14"	"Mpdu1"	chr11	-	69657935	69658021	69658565	69658698	69657724	69657843	69658810	69658876
1876	"ENSMUSG00000079179.9"	"Rab10os"	chr12	+	3238833	3239009	3247351	3247438	3238028	3238112	3249866	3250377
1877	"ENSMUSG00000079179.9"	"Rab10os"	chr12	+	3241521	3241578	3247351	3247438	3238028	3238112	3249738	3249999
1878	"ENSMUSG00000079179.9"	"Rab10os"	chr12	+	3241521	3241578	3247351	3247438	3238028	3238112	3249866	3250376
1879	"ENSMUSG00000052681.8"	"Rap1b"	chr10	-	117817343	117817460	117818465	117818609	117813870	117815780	117820461	117820602
1880	"ENSMUSG00000037287.15"	"Tbcel"	chr9	-	42437114	42437231	42439096	42439223	42412315	42416149	42442818	42443075
1881	"ENSMUSG00000037287.15"	"Tbcel"	chr9	-	42444406	42444588	42449923	42450063	42442818	42443075	42451612	42451762
1882	"ENSMUSG00000037287.15"	"Tbcel"	chr9	-	42444406	42444588	42451612	42451762	42442818	42443075	42472065	42472258
1883	"ENSMUSG00000037287.15"	"Tbcel"	chr9	-	42449923	42450063	42451612	42451762	42444406	42444588	42472065	42472258
1884	"ENSMUSG00000043456.17"	"Zfp536"	chr7	-	37493685	37493838	37567813	37569991	37479103	37480849	37649685	37649797
1885	"ENSMUSG00000034163.10"	"Zfc3h1"	chr10	+	115410528	115410703	115411198	115411330	115409092	115409242	115411719	115412262
1886	"ENSMUSG00000024269.11"	"Tpgs2"	chr18	-	25151199	25151287	25158243	25158323	25149113	25149242	25168526	25168694
1887	"ENSMUSG00000032400.18"	"Zwilch"	chr9	-	64156012	64156106	64158694	64158766	64155163	64155219	64160820	64160976
1888	"ENSMUSG00000019906.15"	"Lin7a"	chr10	+	107382503	107382713	107411952	107412171	107380079	107380151	107419988	107421474
1889	"ENSMUSG00000037990.18"	"Sh3rf3"	chr10	+	58983920	58984196	59007041	59007137	58813358	58814126	59049220	59050020
1890	"ENSMUSG00000031921.17"	"Terf2"	chr8	-	107082982	107083069	107094821	107094952	107081092	107081239	107095928	107096024
1891	"ENSMUSG00000031921.17"	"Terf2"	chr8	-	107094821	107094952	107095928	107096024	107082982	107083069	107096121	107096190
1892	"ENSMUSG00000019943.10"	"Atp2b1"	chr10	+	98968693	98969124	98979703	98979901	98914405	98914793	98986890	98987122
1893	"ENSMUSG00000019943.10"	"Atp2b1"	chr10	+	98991061	98991202	98993866	98993905	98987240	98987366	98994645	98994807
