ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
873	"ENSMUSG00000021276.10"	"Cinp"	chr12	-	110878695	110879814	110878695	110879039	110879684	110879814
874	"ENSMUSG00000097391.8"	"Mirg"	chr12	+	109731241	109731912	109731241	109731350	109731716	109731912
875	"ENSMUSG00000097391.8"	"Mirg"	chr12	+	109731241	109731912	109731241	109731355	109731716	109731912
876	"ENSMUSG00000098202.2"	"B830012L14Rik"	chr12	+	109687667	109689159	109687667	109687741	109689083	109689159
877	"ENSMUSG00000081948.4"	"Olfr1191-ps1"	chr2	+	88641629	88641886	88641629	88641640	88641790	88641886
878	"ENSMUSG00000048856.9"	"Slc25a47"	chr12	+	108855293	108856815	108855293	108855618	108855938	108856815
879	"ENSMUSG00000058070.14"	"Eml1"	chr12	+	108537333	108539564	108537333	108537464	108538102	108539564
880	"ENSMUSG00000003273.14"	"Car11"	chr7	+	45702832	45703134	45702832	45702928	45703061	45703134
881	"ENSMUSG00000021916.16"	"Glt8d1"	chr14	+	31009734	31010165	31009734	31009852	31010080	31010165
882	"ENSMUSG00000021916.16"	"Glt8d1"	chr14	+	31010080	31010409	31010080	31010165	31010296	31010409
883	"ENSMUSG00000021916.16"	"Glt8d1"	chr14	+	31010863	31011233	31010863	31011030	31011120	31011233
884	"ENSMUSG00000021916.16"	"Glt8d1"	chr14	+	31010863	31011233	31010863	31011030	31011122	31011233
885	"ENSMUSG00000006651.8"	"Aplp1"	chr7	-	30442797	30443224	30442797	30442910	30443091	30443224
886	"ENSMUSG00000047021.14"	"Cfap65"	chr1	-	74922927	74925167	74922927	74923065	74924792	74925167
887	"ENSMUSG00000010086.17"	"Rnf112"	chr11	-	61450827	61451034	61450827	61450902	61450977	61451034
888	"ENSMUSG00000026822.14"	"Lcn2"	chr2	-	32384632	32385520	32384632	32384884	32385418	32385520
889	"ENSMUSG00000094396.3"	"Vmn2r124"	chr17	+	18066503	18079732	18066503	18066627	18073300	18079732
890	"ENSMUSG00000034126.5"	"Pomt2"	chr12	-	87111336	87111583	87111336	87111442	87111523	87111583
891	"ENSMUSG00000021250.13"	"Fos"	chr12	+	85474690	85475186	85474690	85474795	85474934	85475186
892	"ENSMUSG00000004788.11"	"Eif2b2"	chr12	+	85219821	85220245	85219821	85219933	85220096	85220245
893	"ENSMUSG00000004788.11"	"Eif2b2"	chr12	+	85219821	85220245	85219821	85219942	85220096	85220245
894	"ENSMUSG00000021235.13"	"Coq6"	chr12	+	84368142	84368709	84368142	84368201	84368585	84368709
895	"ENSMUSG00000021235.13"	"Coq6"	chr12	+	84370255	84371031	84370255	84370354	84370923	84371031
896	"ENSMUSG00000021235.13"	"Coq6"	chr12	+	84370255	84371031	84370255	84370386	84370923	84371031
897	"ENSMUSG00000021235.13"	"Coq6"	chr12	+	84370255	84371558	84370255	84371031	84371450	84371558
898	"ENSMUSG00000027676.11"	"Ccdc39"	chr3	-	33830024	33830760	33830024	33830157	33830656	33830760
899	"ENSMUSG00000021546.18"	"Hnrnpk"	chr13	-	58393691	58393868	58393691	58393774	58393852	58393868
900	"ENSMUSG00000021546.18"	"Hnrnpk"	chr13	-	58393852	58394159	58393852	58393868	58394075	58394159
901	"ENSMUSG00000021123.12"	"Rdh12"	chr12	+	79211387	79212757	79211387	79211543	79212652	79212757
902	"ENSMUSG00000021123.12"	"Rdh12"	chr12	+	79211387	79212757	79211387	79211543	79212688	79212757
903	"ENSMUSG00000015467.14"	"Egfl8"	chr17	-	34613776	34613930	34613776	34613807	34613897	34613930
904	"ENSMUSG00000052221.8"	"Ppp1r36"	chr12	+	76436142	76437638	76436142	76436277	76437595	76437638
905	"ENSMUSG00000075065.5"	"Olfr1270"	chr2	-	90145254	90150045	90145254	90148921	90149089	90150045
906	"ENSMUSG00000036054.15"	"Sugp2"	chr8	+	70260468	70261317	70260468	70260589	70261230	70261317
907	"ENSMUSG00000024787.14"	"Snx15"	chr19	-	6123829	6124188	6123829	6123950	6124152	6124188
908	"ENSMUSG00000021066.9"	"Atl1"	chr12	+	69932216	69934920	69932216	69932321	69934869	69934920
909	"ENSMUSG00000043541.16"	"Casc1"	chr6	-	145174833	145177500	145174833	145175324	145177332	145177500
910	"ENSMUSG00000022469.17"	"Rapgef3"	chr15	-	97748582	97749546	97748582	97748670	97749495	97749546
911	"ENSMUSG00000039308.6"	"Ndst2"	chr14	-	20724460	20724820	20724460	20724563	20724710	20724820
912	"ENSMUSG00000039308.6"	"Ndst2"	chr14	-	20724460	20724820	20724460	20724563	20724747	20724820
913	"ENSMUSG00000024660.9"	"Incenp"	chr19	-	9877676	9878248	9877676	9877796	9878127	9878248
914	"ENSMUSG00000012076.8"	"Brms1l"	chr12	+	55868161	55869736	55868161	55868520	55869397	55869736
915	"ENSMUSG00000023707.13"	"Ogfod2"	chr5	+	124114064	124114645	124114064	124114192	124114387	124114645
916	"ENSMUSG00000023707.13"	"Ogfod2"	chr5	+	124114064	124114645	124114064	124114192	124114478	124114645
917	"ENSMUSG00000024054.14"	"Smchd1"	chr17	-	71358136	71358457	71358136	71358207	71358347	71358457
918	"ENSMUSG00000020598.16"	"Nrcam"	chr12	+	44544724	44546824	44544724	44544895	44545378	44546824
919	"ENSMUSG00000001627.12"	"Ifrd1"	chr12	-	40217157	40217482	40217157	40217242	40217377	40217482
920	"ENSMUSG00000044252.18"	"Osbpl1a"	chr18	-	12755327	12756307	12755327	12756095	12756187	12756307
921	"ENSMUSG00000037239.8"	"Spred3"	chr7	-	29166526	29167973	29166526	29166695	29167792	29167973
922	"ENSMUSG00000044573.16"	"Acp1"	chr12	-	30904869	30905142	30904869	30904983	30905068	30905142
923	"ENSMUSG00000034101.14"	"Ctnnd1"	chr2	-	84608328	84609074	84608328	84608416	84608959	84609074
924	"ENSMUSG00000008450.8"	"Nutf2"	chr8	+	105876353	105876608	105876353	105876425	105876509	105876608
925	"ENSMUSG00000023990.18"	"Tfeb"	chr17	+	47769237	47769519	47769237	47769261	47769426	47769519
926	"ENSMUSG00000021838.17"	"Samd4"	chr14	+	46884398	46885016	46884398	46884790	46884998	46885016
927	"ENSMUSG00000029283.17"	"Cdc7"	chr5	+	106974600	106975660	106974600	106974696	106975484	106975660
928	"ENSMUSG00000058586.12"	"Serhl"	chr15	+	83101643	83101985	83101643	83101793	83101871	83101985
929	"ENSMUSG00000024451.9"	"Arap3"	chr18	-	37974364	37974681	37974364	37974502	37974617	37974681
930	"ENSMUSG00000052593.16"	"Adam17"	chr12	-	21329053	21330163	21329053	21329132	21330032	21330163
931	"ENSMUSG00000052593.16"	"Adam17"	chr12	-	21329053	21330163	21329053	21329155	21330032	21330163
932	"ENSMUSG00000030816.8"	"Rnf40"	chr7	+	127597128	127597542	127597128	127597341	127597416	127597542
933	"ENSMUSG00000041560.12"	"Nop53"	chr7	-	15937837	15938230	15937837	15937889	15938173	15938230
934	"ENSMUSG00000031896.7"	"Ctrl"	chr8	-	105932823	105933059	105932823	105932905	105932979	105933059
935	"ENSMUSG00000045679.14"	"Pqlc3"	chr12	-	16992277	16993573	16992277	16992319	16993452	16993573
936	"ENSMUSG00000045679.14"	"Pqlc3"	chr12	-	16997633	16997856	16997633	16997656	16997773	16997856
937	"ENSMUSG00000045679.14"	"Pqlc3"	chr12	-	16997633	16997856	16997633	16997703	16997773	16997856
938	"ENSMUSG00000039244.10"	"E130309D02Rik"	chr5	-	143311710	143314399	143311710	143311876	143314177	143314399
939	"ENSMUSG00000020608.7"	"Smc6"	chr12	+	11291525	11294599	11291525	11291730	11294484	11294599
940	"ENSMUSG00000009585.18"	"Apobec3"	chr15	+	79905443	79906602	79905443	79905600	79906340	79906602
941	"ENSMUSG00000020609.14"	"Apob"	chr12	+	8015014	8016835	8015014	8015082	8015872	8016835
942	"ENSMUSG00000037336.14"	"Mfsd2b"	chr12	-	4865136	4866268	4865136	4865313	4866158	4866268
943	"ENSMUSG00000037336.14"	"Mfsd2b"	chr12	-	4865136	4866529	4865136	4865313	4866448	4866529
944	"ENSMUSG00000037336.14"	"Mfsd2b"	chr12	-	4865136	4866529	4865136	4866268	4866448	4866529
945	"ENSMUSG00000037336.14"	"Mfsd2b"	chr12	-	4869534	4870623	4869534	4869658	4870498	4870623
946	"ENSMUSG00000037336.14"	"Mfsd2b"	chr12	-	4869534	4870623	4869534	4869672	4870498	4870623
947	"ENSMUSG00000024913.16"	"Lrp5"	chr19	-	3593515	3597480	3593515	3593626	3597243	3597480
948	"ENSMUSG00000020661.15"	"Dnmt3a"	chr12	+	3907605	3914443	3907605	3907786	3911275	3914443
949	"ENSMUSG00000039294.14"	"Cybc1"	chr11	-	121225803	121227284	121225803	121225900	121227242	121227284
950	"ENSMUSG00000025155.15"	"Dus1l"	chr11	-	120793027	120793946	120793027	120793110	120793833	120793946
951	"ENSMUSG00000025145.13"	"Lrrc45"	chr11	+	120718441	120719132	120718441	120718553	120719039	120719132
952	"ENSMUSG00000025144.17"	"Cenpx"	chr11	-	120711702	120711895	120711702	120711756	120711843	120711895
953	"ENSMUSG00000069295.2"	"Vmn1r196"	chr13	+	22292074	22298360	22292074	22292247	22292982	22298360
954	"ENSMUSG00000069295.2"	"Vmn1r196"	chr13	+	22292074	22298360	22292074	22292247	22293460	22298360
955	"ENSMUSG00000069295.2"	"Vmn1r196"	chr13	+	22292074	22298360	22292074	22292247	22293650	22298360
956	"ENSMUSG00000025372.16"	"Baiap2"	chr11	+	120000551	120002621	120000551	120000586	120001073	120002621
957	"ENSMUSG00000025583.15"	"Rptor"	chr11	+	119856266	119857453	119856266	119856384	119857312	119857453
958	"ENSMUSG00000025583.15"	"Rptor"	chr11	+	119894255	119895005	119894255	119894383	119894918	119895005
959	"ENSMUSG00000025578.9"	"Cbx8"	chr11	-	119039931	119040159	119039931	119039998	119040093	119040159
960	"ENSMUSG00000037544.14"	"Dlgap5"	chr14	-	47394136	47395974	47394136	47394317	47395754	47395974
961	"ENSMUSG00000090266.10"	"Mettl23"	chr11	+	116848900	116849300	116848900	116849138	116849215	116849300
962	"ENSMUSG00000061878.16"	"Sphk1"	chr11	+	116534848	116535174	116534848	116535001	116535079	116535174
963	"ENSMUSG00000020775.13"	"Mrpl38"	chr11	-	116134907	116135325	116134907	116135116	116135190	116135325
964	"ENSMUSG00000016559.14"	"H3f3b"	chr11	-	116023624	116024019	116023624	116023778	116023881	116024019
965	"ENSMUSG00000020752.11"	"Recql5"	chr11	-	115893946	115894718	115893946	115894037	115894206	115894718
966	"ENSMUSG00000020781.14"	"Tsen54"	chr11	+	115814914	115815238	115814914	115815079	115815174	115815238
967	"ENSMUSG00000031835.16"	"Mbtps1"	chr8	-	119515577	119518279	119515577	119515709	119518138	119518279
968	"ENSMUSG00000031835.16"	"Mbtps1"	chr8	-	119538843	119541694	119538843	119538960	119541584	119541694
969	"ENSMUSG00000047798.15"	"Cd300lf"	chr11	-	115124247	115126452	115124247	115124356	115126110	115126452
970	"ENSMUSG00000047798.15"	"Cd300lf"	chr11	-	115124247	115126452	115124247	115124377	115126110	115126452
971	"ENSMUSG00000041674.16"	"BC006965"	chr11	-	112691291	112691714	112691291	112691435	112691502	112691714
972	"ENSMUSG00000018800.14"	"Abca5"	chr11	-	110326559	110327936	110326559	110326721	110327731	110327936
973	"ENSMUSG00000040345.10"	"Arhgap9"	chr10	+	127326552	127327014	127326552	127326651	127326872	127327014
974	"ENSMUSG00000040345.10"	"Arhgap9"	chr10	+	127328093	127328524	127328093	127328147	127328389	127328524
975	"ENSMUSG00000018433.14"	"Nol11"	chr11	-	107180041	107181101	107180041	107180118	107180912	107181101
976	"ENSMUSG00000020719.14"	"Ddx5"	chr11	-	106782468	106784018	106782468	106782684	106783958	106784018
977	"ENSMUSG00000020719.14"	"Ddx5"	chr11	-	106782468	106784018	106782468	106782693	106783958	106784018
978	"ENSMUSG00000001901.15"	"Kcnh6"	chr11	+	106018751	106019151	106018751	106018906	106019065	106019151
979	"ENSMUSG00000036813.11"	"Entpd8"	chr2	+	25083219	25083734	25083219	25083379	25083497	25083734
980	"ENSMUSG00000036813.11"	"Entpd8"	chr2	+	25083219	25083734	25083219	25083379	25083667	25083734
981	"ENSMUSG00000034187.18"	"Nsf"	chr11	-	103913315	103913908	103913315	103913391	103913800	103913908
982	"ENSMUSG00000034255.17"	"Arhgap27"	chr11	-	103338306	103338755	103338306	103338397	103338687	103338755
983	"ENSMUSG00000034255.17"	"Arhgap27"	chr11	-	103338687	103339108	103338687	103338755	103339024	103339108
984	"ENSMUSG00000042042.14"	"Csgalnact2"	chr6	-	118124311	118126338	118124311	118124413	118126121	118126338
985	"ENSMUSG00000056938.16"	"Acbd4"	chr11	+	103103525	103104172	103103525	103103644	103104092	103104172
986	"ENSMUSG00000056938.16"	"Acbd4"	chr11	+	103104092	103104172	103104092	103104108	103104109	103104172
987	"ENSMUSG00000056938.16"	"Acbd4"	chr11	+	103111541	103112197	103111541	103111657	103111842	103112197
988	"ENSMUSG00000038619.12"	"Ensa"	chr3	+	95628540	95632102	95628540	95628707	95631431	95632102
989	"ENSMUSG00000018677.9"	"Slc25a39"	chr11	-	102403632	102403872	102403632	102403713	102403790	102403872
990	"ENSMUSG00000006575.14"	"Rundc3a"	chr11	+	102399194	102399463	102399194	102399284	102399382	102399463
991	"ENSMUSG00000006575.14"	"Rundc3a"	chr11	+	102399614	102400045	102399614	102399780	102399887	102400045
992	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102195748	102196117	102195748	102195868	102195951	102196117
993	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102195748	102196117	102195748	102195894	102195951	102196117
994	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102195748	102196322	102195748	102196117	102196237	102196322
995	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102196538	102197436	102196538	102196672	102197338	102197436
996	"ENSMUSG00000032064.17"	"Dixdc1"	chr9	-	50682032	50682626	50682032	50682200	50682536	50682626
997	"ENSMUSG00000091670.3"	"Vmn2r105"	chr17	-	20226205	20226421	20226205	20226262	20226352	20226421
998	"ENSMUSG00000091670.3"	"Vmn2r105"	chr17	-	20226205	20226421	20226205	20226262	20226358	20226421
999	"ENSMUSG00000052373.14"	"Mpp3"	chr11	-	102023701	102025154	102023701	102023782	102025076	102025154
1000	"ENSMUSG00000022035.6"	"Ccdc25"	chr14	+	65851616	65854177	65851616	65851668	65854101	65854177
1001	"ENSMUSG00000017119.19"	"Nbr1"	chr11	+	101574998	101575416	101574998	101575115	101575223	101575416
1002	"ENSMUSG00000024312.10"	"Wdr46"	chr17	+	33940884	33941272	33940884	33941091	33941191	33941272
1003	"ENSMUSG00000001240.13"	"Ramp2"	chr11	+	101247585	101248250	101247585	101247688	101247810	101248250
1004	"ENSMUSG00000034949.18"	"Zfr2"	chr10	+	81242769	81243795	81242769	81242956	81243649	81243795
1005	"ENSMUSG00000078122.4"	"F630028O10Rik"	chrX	+	96240412	96243636	96240412	96240513	96241037	96243636
1006	"ENSMUSG00000039307.16"	"Hexdc"	chr11	+	121220863	121221590	121220863	121221161	121221500	121221590
1007	"ENSMUSG00000023088.17"	"Abcc1"	chr16	+	14466103	14467098	14466103	14466230	14466996	14467098
1008	"ENSMUSG00000071074.9"	"Yipf3"	chr17	+	46251113	46251487	46251113	46251227	46251363	46251487
1009	"ENSMUSG00000038412.8"	"Higd1a"	chr9	-	121848562	121850322	121848562	121849689	121850187	121850322
1010	"ENSMUSG00000059248.13"	"Septin9"	chr11	+	117356612	117359470	117356612	117356709	117359418	117359470
1011	"ENSMUSG00000017210.14"	"Med24"	chr11	-	98705118	98705602	98705118	98705267	98705521	98705602
1012	"ENSMUSG00000017210.14"	"Med24"	chr11	-	98716413	98718142	98716413	98716525	98717909	98718142
1013	"ENSMUSG00000017221.14"	"Psmd3"	chr11	+	98690462	98691019	98690462	98690653	98690915	98691019
1014	"ENSMUSG00000062312.5"	"Erbb2"	chr11	+	98432910	98433253	98432910	98433049	98433130	98433253
1015	"ENSMUSG00000061718.12"	"Ppp1r1b"	chr11	+	98349995	98350629	98349995	98350110	98350568	98350629
1016	"ENSMUSG00000020883.18"	"Fbxl20"	chr11	-	98095132	98097059	98095132	98095193	98096928	98097059
1017	"ENSMUSG00000022203.7"	"Efs"	chr14	-	54920902	54921181	54920902	54921014	54921100	54921181
1018	"ENSMUSG00000057421.12"	"Las1l"	chrX	-	95947769	95950446	95947769	95947855	95950336	95950446
1019	"ENSMUSG00000057421.12"	"Las1l"	chrX	-	95953221	95955211	95953221	95953303	95955141	95955211
1020	"ENSMUSG00000027349.5"	"Fam98b"	chr2	+	117257633	117259355	117257633	117257779	117259220	117259355
1021	"ENSMUSG00000038437.11"	"Mllt6"	chr11	+	97669423	97669636	97669423	97669499	97669548	97669636
1022	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6341743	6341967	6341743	6341834	6341902	6341967
1023	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6341766	6342310	6341766	6341834	6342254	6342310
1024	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6343801	6344079	6343801	6343883	6343971	6344079
1025	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6345576	6345836	6345576	6345610	6345727	6345836
1026	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6346083	6346293	6346083	6346125	6346208	6346293
1027	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6352774	6353190	6352774	6352861	6353119	6353190
1028	"ENSMUSG00000006058.10"	"Snf8"	chr11	+	96046279	96047430	96046279	96046354	96047194	96047430
1029	"ENSMUSG00000075595.9"	"Zfp652"	chr11	+	95763538	95772353	95763538	95764327	95770177	95772353
1030	"ENSMUSG00000036634.15"	"Mag"	chr7	-	30908975	30909272	30908975	30909093	30909219	30909272
1031	"ENSMUSG00000036634.15"	"Mag"	chr7	-	30911400	30911963	30911400	30911769	30911890	30911963
1032	"ENSMUSG00000004789.10"	"Dlst"	chr12	+	85118358	85118601	85118358	85118414	85118526	85118601
1033	"ENSMUSG00000020867.13"	"Spata20"	chr11	-	94483380	94483713	94483380	94483485	94483582	94483713
1034	"ENSMUSG00000020863.15"	"Luc7l3"	chr11	-	94291138	94293278	94291138	94293032	94293137	94293278
1035	"ENSMUSG00000096780.7"	"Tmem181b-ps"	chr17	-	6447344	6448616	6447344	6447402	6448524	6448616
1036	"ENSMUSG00000020859.16"	"Spag9"	chr11	+	94092337	94092982	94092337	94092427	94092811	94092982
1037	"ENSMUSG00000020859.16"	"Spag9"	chr11	+	94092337	94092982	94092337	94092427	94092814	94092982
1038	"ENSMUSG00000080268.4"	"Brms1"	chr19	+	5046649	5046911	5046649	5046729	5046814	5046911
1039	"ENSMUSG00000034156.16"	"Tspoap1"	chr11	+	87781681	87782049	87781681	87781753	87781944	87782049
1040	"ENSMUSG00000054079.12"	"Utp18"	chr11	-	93869805	93870580	93869805	93869896	93870479	93870580
1041	"ENSMUSG00000026349.14"	"Ccnt2"	chr1	+	127791604	127795800	127791604	127791733	127795254	127795800
1042	"ENSMUSG00000020486.19"	"Septin4"	chr11	+	87583317	87584014	87583317	87583614	87583920	87584014
1043	"ENSMUSG00000020486.19"	"Septin4"	chr11	+	87588717	87589085	87588717	87588852	87588967	87589085
1044	"ENSMUSG00000020486.19"	"Septin4"	chr11	+	87589655	87590055	87589655	87589818	87589955	87590055
1045	"ENSMUSG00000020486.19"	"Septin4"	chr11	+	87589655	87590055	87589655	87589818	87590008	87590055
1046	"ENSMUSG00000020516.15"	"Rps6kb1"	chr11	-	86511588	86511887	86511588	86511666	86511824	86511887
1047	"ENSMUSG00000018068.13"	"Ints2"	chr11	-	86242912	86244629	86242912	86243038	86244402	86244629
1048	"ENSMUSG00000021234.9"	"Fam161b"	chr12	-	84355923	84357850	84355923	84356477	84357527	84357850
1049	"ENSMUSG00000020527.14"	"Myo19"	chr11	+	84905539	84907402	84905539	84905643	84907235	84907402
1050	"ENSMUSG00000022489.6"	"Pde1b"	chr15	+	103526983	103528344	103526983	103527092	103528221	103528344
1051	"ENSMUSG00000027889.17"	"Ampd2"	chr3	-	108075248	108075704	108075248	108075359	108075530	108075704
1052	"ENSMUSG00000027889.17"	"Ampd2"	chr3	-	108079184	108079773	108079184	108079326	108079586	108079773
1053	"ENSMUSG00000027889.17"	"Ampd2"	chr3	-	108080266	108080774	108080266	108080335	108080643	108080774
1054	"ENSMUSG00000020680.15"	"Taf15"	chr11	+	83504641	83505104	83504641	83504710	83504830	83505104
1055	"ENSMUSG00000015083.11"	"C8g"	chr2	-	25498655	25499115	25498655	25498711	25499013	25499115
1056	"ENSMUSG00000015083.11"	"C8g"	chr2	-	25498655	25499115	25498655	25498943	25499013	25499115
1057	"ENSMUSG00000098950.7"	"Gm28036"	chr2	-	156078146	156078421	156078146	156078233	156078331	156078421
1058	"ENSMUSG00000020701.12"	"Tmem132e"	chr11	+	82434242	82435179	82434242	82434700	82434976	82435179
1059	"ENSMUSG00000022833.7"	"Ccdc14"	chr16	+	34705160	34706897	34705160	34705255	34706386	34706897
1060	"ENSMUSG00000045246.11"	"Kcng4"	chr8	-	119623853	119626419	119623853	119624041	119625638	119626419
1061	"ENSMUSG00000002058.13"	"Unc119"	chr11	+	78347796	78348259	78347796	78347899	78348086	78348259
1062	"ENSMUSG00000038822.15"	"Hace1"	chr10	+	45700953	45709994	45700953	45701024	45709880	45709994
1063	"ENSMUSG00000017405.14"	"Nek8"	chr11	-	78170612	78171298	78170612	78170794	78170872	78171298
1064	"ENSMUSG00000017405.14"	"Nek8"	chr11	-	78170872	78171298	78170872	78170952	78171089	78171298
1065	"ENSMUSG00000017405.14"	"Nek8"	chr11	-	78170872	78172683	78170872	78170952	78172450	78172683
1066	"ENSMUSG00000000632.13"	"Sez6"	chr11	+	77973782	77974329	77973782	77973977	77974190	77974329
1067	"ENSMUSG00000000632.13"	"Sez6"	chr11	+	77973782	77974636	77973782	77973977	77974439	77974636
1068	"ENSMUSG00000000632.13"	"Sez6"	chr11	+	77973782	77974636	77973782	77974329	77974439	77974636
1069	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77470484	77472378	77470484	77471823	77472301	77472378
1070	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77472448	77472877	77472448	77472612	77472724	77472877
1071	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77473010	77473411	77473010	77473168	77473280	77473411
1072	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77473010	77473411	77473010	77473200	77473280	77473411
1073	"ENSMUSG00000005354.16"	"Txn2"	chr15	-	77915046	77915857	77915046	77915236	77915704	77915857
1074	"ENSMUSG00000020745.15"	"Pafah1b1"	chr11	-	74673948	74679614	74673948	74677742	74679457	74679614
1075	"ENSMUSG00000020745.15"	"Pafah1b1"	chr11	-	74684405	74686064	74684405	74684508	74685895	74686064
1076	"ENSMUSG00000003226.7"	"Ranbp2"	chr10	+	58455218	58455954	58455218	58455449	58455808	58455954
1077	"ENSMUSG00000049041.6"	"Olfr398"	chr11	-	73989869	73990407	73989869	73990052	73990265	73990407
1078	"ENSMUSG00000014856.12"	"Tmem208"	chr8	+	105328321	105328692	105328321	105328458	105328607	105328692
1079	"ENSMUSG00000014856.12"	"Tmem208"	chr8	+	105328321	105328692	105328321	105328484	105328607	105328692
1080	"ENSMUSG00000040463.16"	"Mybbp1a"	chr11	+	72442569	72442853	72442569	72442644	72442745	72442853
1081	"ENSMUSG00000040463.16"	"Mybbp1a"	chr11	+	72445893	72446257	72445893	72446061	72446157	72446257
1082	"ENSMUSG00000040463.16"	"Mybbp1a"	chr11	+	72447552	72447882	72447552	72447639	72447729	72447882
1083	"ENSMUSG00000018451.7"	"6330403K07Rik"	chr11	-	71031940	71033513	71031940	71032409	71032488	71033513
1084	"ENSMUSG00000040599.13"	"Mis12"	chr11	+	71019610	71020189	71019610	71019723	71020005	71020189
1085	"ENSMUSG00000018442.13"	"Derl2"	chr11	-	71013442	71015800	71013442	71013638	71015726	71015800
1086	"ENSMUSG00000040667.11"	"Nup88"	chr11	-	70943878	70944238	70943878	70943997	70944111	70944238
1087	"ENSMUSG00000030263.13"	"Lrmp"	chr6	+	145137459	145138086	145137459	145137607	145138045	145138086
1088	"ENSMUSG00000030263.13"	"Lrmp"	chr6	+	145147635	145147844	145147635	145147682	145147779	145147844
1089	"ENSMUSG00000030263.13"	"Lrmp"	chr6	+	145171503	145171704	145171503	145171566	145171654	145171704
1090	"ENSMUSG00000040746.15"	"Rnf167"	chr11	+	70649674	70650017	70649674	70649765	70649911	70650017
1091	"ENSMUSG00000040746.15"	"Rnf167"	chr11	+	70649674	70650219	70649674	70650017	70650125	70650219
1092	"ENSMUSG00000087279.10"	"4930544D05Rik"	chr11	+	70616103	70616676	70616103	70616304	70616397	70616676
1093	"ENSMUSG00000018920.11"	"Cxcl16"	chr11	-	70458744	70459167	70458744	70458827	70459028	70459167
1094	"ENSMUSG00000018907.10"	"Alox12e"	chr11	-	70320729	70321139	70320729	70320890	70321035	70321139
1095	"ENSMUSG00000020831.18"	"0610010K14Rik"	chr11	-	70235205	70235800	70235205	70235464	70235695	70235800
1096	"ENSMUSG00000000318.16"	"Clec10a"	chr11	+	70170417	70170833	70170417	70170470	70170604	70170833
1097	"ENSMUSG00000020886.17"	"Dlg4"	chr11	+	70030866	70031258	70030866	70030991	70031088	70031258
1098	"ENSMUSG00000018559.16"	"Ctdnep1"	chr11	+	69984253	69984534	69984253	69984320	69984415	69984534
1099	"ENSMUSG00000018565.17"	"Elp5"	chr11	-	69979829	69980059	69979829	69979910	69979998	69980059
1100	"ENSMUSG00000047284.14"	"Neurl4"	chr11	+	69903007	69903719	69903007	69903452	69903653	69903719
1101	"ENSMUSG00000047284.14"	"Neurl4"	chr11	+	69903007	69903719	69903007	69903452	69903676	69903719
1102	"ENSMUSG00000059796.16"	"Eif4a1"	chr11	-	69667694	69668111	69667694	69667774	69668021	69668111
1103	"ENSMUSG00000059796.16"	"Eif4a1"	chr11	-	69668195	69668548	69668195	69668333	69668404	69668548
1104	"ENSMUSG00000059796.16"	"Eif4a1"	chr11	-	69668195	69668753	69668195	69668548	69668643	69668753
1105	"ENSMUSG00000069835.10"	"Sat2"	chr11	+	69622051	69622332	69622051	69622115	69622255	69622332
1106	"ENSMUSG00000094133.2"	"Olfr1431"	chr19	+	12209548	12212191	12209548	12209935	12210755	12212191
1107	"ENSMUSG00000041329.13"	"Atp1b2"	chr11	-	69601524	69602481	69601524	69601623	69602424	69602481
1108	"ENSMUSG00000041329.13"	"Atp1b2"	chr11	-	69602424	69602905	69602424	69602481	69602699	69602905
1109	"ENSMUSG00000059552.13"	"Trp53"	chr11	+	69587371	69588547	69587371	69587632	69588363	69588547
1110	"ENSMUSG00000032892.14"	"Rangrf"	chr11	-	68972483	68973028	68972483	68972741	68972942	68973028
1111	"ENSMUSG00000038199.12"	"Iqca1l"	chr5	-	24550122	24550805	24550122	24550207	24550599	24550805
1112	"ENSMUSG00000001034.17"	"Mapk7"	chr11	-	61489848	61490504	61489848	61489928	61490345	61490504
1113	"ENSMUSG00000001034.17"	"Mapk7"	chr11	-	61492903	61494266	61492903	61493069	61493505	61494266
1114	"ENSMUSG00000001034.17"	"Mapk7"	chr11	-	61492903	61494266	61492903	61493069	61493523	61494266
1115	"ENSMUSG00000001034.17"	"Mapk7"	chr11	-	61492903	61494266	61492903	61493185	61493523	61494266
1116	"ENSMUSG00000001034.17"	"Mapk7"	chr11	-	61492903	61494266	61492903	61493061	61493646	61494266
1117	"ENSMUSG00000001034.17"	"Mapk7"	chr11	-	61492903	61494266	61492903	61493069	61493646	61494266
